Origin,Dest,Distance
MSP,GTF,887
GTF,MSP,887
ORD,DEN,888
STL,LGA,888
DEN,ORD,888
LGA,STL,888
ABQ,OAK,889
OAK,ABQ,889
SEA,HDN,891
HDN,SEA,891
IAD,RSW,891
RSW,IAD,891
DCA,RSW,892
RSW,DCA,892
TPA,CAK,894
CAK,TPA,894
PWM,MDW,895
MCO,CLE,895
MDW,PWM,895
MDW,DEN,895
CLE,MCO,895
DEN,MDW,895
MKE,DEN,896
MCO,TTN,896
SFO,ABQ,896
DEN,MKE,896
TTN,MCO,896
ABQ,SFO,896
RDM,DEN,898
DEN,RDM,898
FLL,DCA,899
ILG,TPA,899
TPA,ILG,899
DCA,FLL,899
ORD,PWM,900
OKC,DTW,900
PWM,ORD,900
DTW,OKC,900
IAD,FLL,901
SAV,BOS,901
BOS,SAV,901
FLL,IAD,901
BZN,LAX,902
LAX,BZN,902
ATL,PVD,903
PVD,ATL,903
MSY,MKE,903
MKE,MSY,903
ATL,MSP,907
MSP,ATL,907
SEA,SBA,908
IAD,MSP,908
SBA,SEA,908
MSP,IAD,908
DEN,SMF,909
SEA,JNU,909
SMF,DEN,909
JNU,SEA,909
COS,ORD,911
ORD,COS,911
LIT,BWI,912
BWI,LIT,912
IAH,CLT,912
CLT,IAH,912
TPA,ACY,913
IAH,ASE,913
ASE,IAH,913
HLN,MSP,913
MSP,HLN,913
ACY,TPA,913
DEN,SBA,916
SBA,DEN,916
TPA,DAL,917
DAL,TPA,917
JAX,DFW,918
DFW,JAX,918
MIA,DCA,919
DAL,CMH,919
DCA,MIA,919
RSW,BWI,919
CMH,DAL,919
BWI,RSW,919
MCI,SLC,920
HOU,CLT,920
TPA,PHL,920
CLT,HOU,920
PHL,TPA,920
SLC,MCI,920
MIA,IAD,921
IAD,MIA,921
DFW,CAE,922
CAE,DFW,922
FLL,BWI,925
DFW,SAV,925
BWI,FLL,925
ORD,IAH,925
CHS,IAH,925
IAH,ORD,925
SAV,DFW,925
IAH,CHS,925
CMH,DFW,926
MSY,DTW,926
SLC,TUL,926
MCI,IAD,926
DAL,CLT,926
IAD,MCI,926
CLT,DAL,926
TUL,SLC,926
DFW,CMH,926
DTW,MSY,926
TPA,CLE,927
MTJ,IAH,927
CLE,TPA,927
IAH,MTJ,927
AUS,TPA,928
HOU,CHS,928
TPA,AUS,928
CHS,HOU,928
TPA,DFW,929
DFW,TPA,929
RSW,CMH,930
CMH,RSW,930
MSP,CLT,930
CLT,MSP,930
GRR,DFW,931
DCA,MSP,931
MSP,DCA,931
DFW,GRR,931
FLL,CVG,932
BOS,MSN,932
MSN,BOS,932
CVG,FLL,932
PDX,SAN,933
SAN,PDX,933
EGE,IAH,934
IAH,EGE,934
PHX,TUL,935
TUL,PHX,935
BMI,MCO,936
MSP,BWI,936
IAH,TUS,936
ACY,PBI,936
DFW,CLT,936
PBI,ACY,936
TUS,IAH,936
MCO,BMI,936
CLT,DFW,936
BWI,MSP,936
HOU,MDW,937
MDW,HOU,937
MCO,EWR,937
EWR,MCO,937
BUR,SEA,937
SEA,BUR,937
IDA,MSP,939
MSP,IDA,939
BNA,BOS,942
BOS,BNA,942
MCO,JFK,944
JFK,MCO,944
LAX,GEG,945
TUS,HOU,945
IND,RSW,945
HOU,TUS,945
RSW,IND,945
GEG,LAX,945
MEM,EWR,946
EWR,MEM,946
BWI,MIA,946
BOS,ATL,946
MIA,BWI,946
ATL,BOS,946
CRW,DFW,946
DFW,CRW,946
DEN,SJC,948
CVG,MIA,948
MIA,CVG,948
SJC,DEN,948
DCA,MCI,949
MCI,DCA,949
LGA,MCO,950
MCO,LGA,950
PHL,PBI,951
PBI,PHL,951
ATL,MHT,952
PIT,PBI,952
PBI,PIT,952
MHT,ATL,952
SBN,IAH,953
FSD,ATL,954
SEA,LAX,954
LAS,BLI,954
ATL,FSD,954
BLI,LAS,954
LAX,SEA,954
DSM,SLC,955
SLC,DSM,955
TTN,TPA,955
TPA,TTN,955
MSY,IAD,955
IAD,MSY,955
LBE,RSW,956
RSW,LBE,956
ONT,SEA,956
PBI,IAH,956
IAH,PBI,956
SEA,ONT,956
DTW,MCO,957
OAK,DEN,957
FLL,HOU,957
MCO,DTW,957
HOU,FLL,957
DEN,OAK,957
BTV,ATL,961
ATL,BTV,961
MEM,LGA,963
LGA,MEM,963
COS,SFO,964
MFR,DEN,964
SFO,COS,964
DEN,MFR,964
IAH,MIA,964
MIA,IAH,964
LGB,SEA,965
SEA,LGB,965
FLL,IAH,965.740631163708
IAH,FLL,965.7414898865318
RSW,PIT,966
MSN,IAH,966
IAH,MSN,966
PIT,RSW,966
DEN,SFO,967
SFO,DEN,967
BWI,MCI,967
MCI,BWI,967
FAR,DFW,968
DFW,FAR,968
MSY,DCA,969
DCA,MSY,969
RIC,MSP,970
MSP,RIC,970
MCO,ISP,971
ISP,MCO,971
HPN,MCO,972
TPA,SAT,972
SAT,TPA,972
AUS,MDW,972
MDW,AUS,972
MCO,HPN,972
MCO,DAL,973
DAL,MCO,973
FLL,CMH,973
CMH,FLL,973
CRW,IAH,975
IAH,CRW,975
CHS,DAL,977
ACY,FLL,977
IND,DEN,977
DEN,IND,977
BIS,DFW,977
DAL,CHS,977
FLL,ACY,977
DFW,BIS,977
ORD,AUS,977.7322580645161
AUS,ORD,977.748502994012
LFT,DEN,978
DEN,LFT,978
SNA,SEA,978
SEA,SNA,978
GJT,IAH,979
RSW,STL,979
STL,RSW,979
IAH,GJT,979
FLL,LBE,980
ALB,MSP,980
MSP,RDU,980
PHL,MSP,980
MSP,ALB,980
RDU,MSP,980
LBE,FLL,980
MSP,PHL,980
DAL,DTW,981
DTW,DAL,981
ABQ,MSP,981
MSP,ABQ,981
RSW,ACY,982
ACY,RSW,982
BQN,FLL,982.2146892655368
FLL,BQN,982.2191011235955
DTW,TPA,983
TPA,DTW,983
MKE,IAH,984
IAH,MKE,984
BTR,DCA,985
TTN,PBI,985
DFW,MCO,985
IAH,HDN,985
MCO,DFW,985
HDN,IAH,985
PBI,TTN,985
DCA,BTR,985
LAS,OKC,986
LAS,ICT,986
OKC,LAS,986
CMH,IAH,986
DTW,DFW,986
ICT,LAS,986
DFW,DTW,986
IAH,CMH,986
PSP,SEA,987
SEA,PSP,987
CHS,DFW,987
DFW,CHS,987
DFW,SLC,989
SLC,DFW,989
SWF,MCO,989
TTN,MSP,989
MSP,TTN,989
MCO,SWF,989
CMH,MIA,990
MIA,CMH,990
SBN,COS,990
MCO,MDW,990
MDW,MCO,990
MSP,SLC,991
SLC,MSP,991
DEN,PDX,991
PDX,DEN,991
CAK,RSW,991
RSW,CAK,991
FLL,PHL,992
PHL,FLL,992
PHL,RSW,993
RSW,PHL,993
MCO,AUS,994
FLL,PIT,994
PIT,FLL,994
AUS,MCO,994
DEN,EUG,996
EUG,DEN,996
MDW,TPA,997
EWR,TPA,997
TPA,MDW,997
TPA,EWR,997
BWI,MSY,998
MSY,BWI,998
SLC,DAL,999
GSO,DFW,999
DFW,GSO,999
DAL,SLC,999
XNA,SLC,1004
SLC,XNA,1004
IND,FLL,1005
TPA,JFK,1005
ORD,MCO,1005
FLL,IND,1005
MCO,ORD,1005
JFK,TPA,1005
ORD,EGE,1007
EGE,ORD,1007
EWR,MSP,1008
MSP,EWR,1008
PHX,IAH,1009
PDX,PHX,1009
HDN,ORD,1009
PHX,PDX,1009
ORD,HDN,1009
IAH,PHX,1009
TPA,LGA,1010
JAX,BOS,1010
BOS,JAX,1010
LGA,TPA,1010
MCO,FNT,1011
FNT,MCO,1011
MCO,BUF,1011
BUF,MCO,1011
TPA,ORD,1012
ORD,TPA,1012
OMA,DCA,1012
PHL,MIA,1013
MSO,MSP,1013
MIA,PHL,1013
ORD,ASE,1013
MSP,MSO,1013
ASE,ORD,1013
DEN,BNA,1014
BNA,DEN,1014
GRR,DEN,1015
DEN,GRR,1015
DSM,EWR,1017
DFW,RSW,1017
EWR,DSM,1017
RSW,DFW,1017
CHS,OKC,1020
MSP,LGA,1020
GEG,PHX,1020
PHX,GEG,1020
PHX,HOU,1020
HOU,PHX,1020
LGA,MSP,1020
CLE,DFW,1021
DFW,CLE,1021
DTW,SRQ,1022
SRQ,DTW,1022
PBI,EWR,1023
EWR,PBI,1023
DEN,SDF,1024
DEN,SEA,1024
SEA,DEN,1024
GRR,MCO,1024
SDF,DEN,1024
MCO,GRR,1024
RSW,CLE,1025
CLE,RSW,1025
FCA,MSP,1026
TTN,FLL,1026
MSP,FCA,1026
FLL,TTN,1026
PWM,ATL,1027
TUL,IAD,1027
ATL,PWM,1027
IAD,TUL,1027
PBI,JFK,1028
RSW,TTN,1028
TTN,RSW,1028
JFK,PBI,1028
MSP,JFK,1029
JFK,MSP,1029
LGA,DSM,1031
ORD,GUC,1031
GUC,ORD,1031
DSM,LGA,1031
AUS,CLT,1032
CLT,AUS,1032
TPA,HPN,1032
HPN,TPA,1032
MCO,ROC,1033
ROC,MCO,1033
ISP,TPA,1034
SRQ,EWR,1034
TPA,ISP,1034
IAH,MSP,1034
MSP,IAH,1034
EWR,SRQ,1034
LGA,PBI,1035
PBI,LGA,1035
SAT,MDW,1036
FNT,TPA,1036
TPA,FNT,1036
MDW,SAT,1036
OMA,PHX,1037
PHX,OMA,1037
MSP,MSY,1039
MSY,MSP,1039
OTH,DEN,1040
DEN,OTH,1040
JFK,SRQ,1041
SAT,MCO,1041
MCO,SAT,1041
GRR,TPA,1041
ORD,SAT,1041
SRQ,JFK,1041
TPA,GRR,1041
SAT,ORD,1041
AUS,MSP,1042
MSP,AUS,1042
IAH,GRR,1042
RDU,IAH,1042
IAH,RDU,1042
GRR,IAH,1042
MCI,PHX,1044
PHX,MCI,1044
ORF,MSP,1045
MSP,ORF,1045
MIA,SJU,1045
SJU,MIA,1045
SJU,FLL,1046
FLL,SJU,1046
BOS,STL,1047
SWF,TPA,1047
STL,BOS,1047
SRQ,LGA,1047
JAC,DFW,1047
DFW,JAC,1047
LGA,SRQ,1047
DEN,HSV,1048
MCI,TPA,1048
DFW,MYR,1048
TPA,MCI,1048
HSV,DEN,1048
MYR,DFW,1048
ORD,SRQ,1050
BDL,MSP,1050
MCO,BDL,1050
RDU,HOU,1050
SRQ,ORD,1050
HOU,RDU,1050
SEA,SAN,1050
SAN,SEA,1050
BDL,MCO,1050
MSP,BDL,1050
DAL,RDU,1052
PBI,ISP,1052
RDU,DAL,1052
ISP,PBI,1052
BUF,TPA,1053
MCO,SYR,1053
SYR,MCO,1053
TPA,BUF,1053
LAS,DFW,1055
DFW,LAS,1055
PBI,HPN,1056
HPN,PBI,1056
FLL,STL,1056.5857418111752
STL,FLL,1056.5896946564885
RAP,IAH,1058
IAH,RAP,1058
BIL,ORD,1060
DAL,PIT,1060
PIT,DAL,1060
ORD,BIL,1060
DFW,RDU,1061
RDU,DFW,1061
MSY,DEN,1062
FLL,CLE,1062
DEN,MSY,1062
CLE,FLL,1062
EWR,FLL,1065
FLL,EWR,1065
MCO,MKE,1066
MKE,MCO,1066
PIT,DFW,1067
DAL,LAS,1067
LAS,DAL,1067
DFW,PIT,1067
MIA,STL,1068
COS,SEA,1068
RSW,EWR,1068
STL,MIA,1068
SEA,COS,1068
EWR,RSW,1068
SAT,LAS,1069
DEN,CVG,1069
FLL,JFK,1069
LAS,SAT,1069
JFK,FLL,1069
CVG,DEN,1069
MCO,PVD,1072
PVD,MCO,1072
MCO,MCI,1072
MCI,MCO,1072
ALB,MCO,1073
MCO,ALB,1073
JFK,RSW,1074
RSW,JFK,1074
DTW,IAH,1075
MKE,TPA,1075
TPA,MKE,1075
IAH,DTW,1075
LGA,FLL,1076
FLL,LGA,1076
TUL,LAS,1076
LAS,TUL,1076
ORD,COD,1077
SWF,PBI,1077
COD,ORD,1077
TPA,ROC,1079
ROC,TPA,1079
LGA,RSW,1080
MIA,CLE,1080
RSW,LGA,1080
CLE,MIA,1080
ORD,MTJ,1081
MTJ,ORD,1081
DEN,BHM,1083
BHM,DEN,1083
RSW,DTW,1084
DTW,RSW,1084
MIA,EWR,1085
DAY,DEN,1085
DEN,DAY,1085
LIT,LGA,1085
LGA,LIT,1085
EWR,MIA,1085
PBI,DTW,1086
AUS,SLC,1086
DTW,PBI,1086
SLC,AUS,1086
SLC,SAT,1087
SAT,SLC,1087
JFK,MIA,1089
PHL,MSY,1089
MIA,JFK,1089
MSY,PHL,1089
LAS,AUS,1090
AUS,LAS,1090
CLE,IAH,1091
IAH,CLE,1091
MCO,ORH,1091
ORH,MCO,1091
MCI,EWR,1092
FLL,ISP,1092
ISP,FLL,1092
EWR,MCI,1092
SAT,CLT,1095
CLT,SAT,1095
LGA,MIA,1096
MIA,LGA,1096
MSP,SAT,1097
FLL,HPN,1097
HPN,FLL,1097
SAT,MSP,1097
OMA,LAS,1099
LAS,OMA,1099
ORD,GJT,1100
RSW,ISP,1101
ISP,RSW,1101
HPN,RSW,1102
RSW,HPN,1102
PBI,DFW,1102
DFW,PBI,1102
AUS,MIA,1103
MIA,AUS,1103
FLL,AUS,1105
MDW,RSW,1105
AUS,FLL,1105
RSW,MDW,1105
STT,MIA,1107
MIA,STT,1107
MCI,LGA,1107
SEA,PHX,1107
PHX,SEA,1107
FLL,STT,1107
LGA,MCI,1107
STT,FLL,1107
FLL,DAL,1108
DAL,FLL,1108
MCO,MSN,1109
MSN,MCO,1109
PDX,ABQ,1111
ABQ,PDX,1111
BDL,TPA,1111
TPA,BDL,1111
PIT,IAH,1117
IAH,PIT,1117
SWF,FLL,1118
ABQ,ORD,1118
FLL,SWF,1118
ORD,ABQ,1118
TUS,PDX,1119
FLL,DFW,1119
DFW,FLL,1119
PDX,TUS,1119
ORD,RSW,1120
SWF,RSW,1120
RSW,ORD,1120
BOS,MCO,1121
DFW,MIA,1121
MCO,BOS,1121
MDW,ABQ,1121
ABQ,MDW,1121
MIA,DFW,1121
DTW,DEN,1123
DEN,DTW,1123
ATL,FAR,1123
FAR,ATL,1123
BOS,MSP,1124
MSP,BOS,1124
PSP,DFW,1126
DFW,PSP,1126
FLL,DTW,1127
DTW,FLL,1127
PBI,MDW,1128
MDW,PBI,1128
BQN,MCO,1129
SAN,SAT,1129
SAT,SAN,1129
MCO,BQN,1129
ALB,TPA,1130
TPA,ALB,1130
XNA,EWR,1131
EWR,XNA,1131
HOU,PIT,1131
PIT,HOU,1131
PBI,BDL,1133
BDL,PBI,1133
OMA,EWR,1134
EWR,OMA,1134
PVD,TPA,1136
PHX,LIT,1136
TPA,PVD,1136
OKC,IAD,1136
IAD,OKC,1136
LIT,PHX,1136
RSW,FNT,1138
FNT,RSW,1138
MIA,STX,1139
LAS,MCI,1139
MCI,LAS,1139
STX,MIA,1139
MSP,BOI,1142
MCO,MHT,1142
MHT,MCO,1142
BOI,MSP,1142
SAT,MIA,1143
MIA,SAT,1143
BUF,RSW,1144
RSW,BUF,1144
ORD,PBI,1144
PBI,ORD,1144
MIA,DTW,1145
DTW,MIA,1145
XNA,LGA,1147
GRR,RSW,1147
LGA,XNA,1147
RSW,GRR,1147
PVD,PBI,1148
OMA,LGA,1148
PBI,PVD,1148
LGA,OMA,1148
DTW,AUS,1149
AUS,DTW,1149
PHX,DSM,1149.211320754717
DSM,PHX,1149.2121212121212
CMH,DEN,1154
DEN,CMH,1154
MCI,RSW,1155
RSW,MCI,1155
SLC,STL,1156
STL,SLC,1156
IAH,RIC,1157
RIC,IAH,1157
DFW,RIC,1158
RIC,DFW,1158
DEN,TYS,1162
ORD,JAC,1162
TYS,DEN,1162
JAC,ORD,1162
SAN,AUS,1164
AUS,SAN,1164
FLL,BUF,1165.610576923077
BUF,FLL,1165.611821086262
MDW,FLL,1166.7030995106036
FLL,MDW,1166.7059787059786
MSY,EWR,1167
EWR,MSY,1167
TUL,MIA,1168
MIA,TUL,1168
SAN,DFW,1171
DFW,SAN,1171
DFW,IAD,1172
IAD,DFW,1172
BDL,FLL,1173
FLL,BDL,1173
MSP,JAX,1174
MSN,SLC,1174
JAX,MSP,1174
SLC,MSN,1174
GEG,MSP,1175
MSP,GEG,1175
IAG,FLL,1176
FLL,IAG,1176
PSE,MCO,1179
MCO,PSE,1179
BDL,RSW,1180
SEA,ABQ,1180
OKC,BWI,1180
BWI,OKC,1180
ABQ,SEA,1180
RSW,BDL,1180
MSY,JFK,1182
JFK,MSY,1182
SAN,DAL,1182
DAL,SAN,1182
ORD,FLL,1182
FLL,ORD,1182
RSW,MKE,1183
MSY,LGA,1183
LGA,MSY,1183
MKE,RSW,1183
COS,ATL,1184
ATL,COS,1184
DAL,DCA,1184
DCA,DAL,1184
TPA,BOS,1185
BOS,TPA,1185
ORD,BZN,1186
BZN,ORD,1186
OKC,LAX,1187
LAX,OKC,1187
FLL,PVD,1188
PVD,FLL,1188
ONT,DFW,1188
DFW,ONT,1188
SJU,MCO,1189
MCO,SJU,1189
IAD,IAH,1190
IAH,IAD,1190
DFW,DCA,1192
ANC,ADK,1192
ADK,ANC,1192
DCA,DFW,1192
MIA,BDL,1194
BDL,MIA,1194
SLC,IAH,1195
IAH,SLC,1195
MIA,ORD,1197
ORD,MIA,1197
BOS,PBI,1197
PBI,BOS,1197
ATL,DEN,1199
DEN,ATL,1199
PVD,RSW,1200
RSW,PVD,1200
CLE,DEN,1201
DEN,CLE,1201
IAH,ORF,1201
ORF,IAH,1201
ICT,LAX,1203
LAX,ICT,1203
MHT,TPA,1204
ALB,FLL,1204
FLL,ALB,1204
TPA,MHT,1204
ALB,RSW,1205
SNA,DFW,1205
DFW,SNA,1205
RSW,ALB,1205
LGA,EYW,1207
EYW,LGA,1207
IAH,DCA,1208
DCA,IAH,1208
DAL,BWI,1209
BWI,DAL,1209
AUS,SNA,1209
SNA,AUS,1209
SAT,LAX,1211
ORH,FLL,1211
MCO,OMA,1211
LAX,SAT,1211
FLL,ORH,1211
OMA,MCO,1211
DFW,ORF,1212
ORF,DFW,1212
MCO,PWM,1214
HOU,SLC,1214
DTW,SAT,1214
PWM,MCO,1214
SLC,HOU,1214
SAT,DTW,1214
TUL,EWR,1215
EWR,TUL,1215
LAS,DSM,1216
SEA,TUS,1216
SNA,DAL,1216
DSM,LAS,1216
TUS,SEA,1216
DAL,SNA,1216
DFW,BWI,1217
BWI,DFW,1217
DCA,HOU,1218
OKC,FLL,1218
HOU,DCA,1218
SRQ,BOS,1220
BOS,SRQ,1220
IAH,LAS,1222
OKC,MIA,1222
LAS,IAH,1222
MIA,OKC,1222
DEN,CAK,1224
CAK,DEN,1224
LGB,AUS,1226
AUS,LGB,1226
ATL,RAP,1230
RAP,ATL,1230
LAX,DFW,1235
IAH,BWI,1235
BWI,IAH,1235
HOU,LAS,1235
LAS,HOU,1235
DFW,LAX,1235
ORD,ELP,1236
ELP,ORD,1236
SJU,TPA,1237
BOS,FLL,1237
FLL,BOS,1237
TPA,SJU,1237
FLL,MCI,1242
MCI,FLL,1242
AUS,LAX,1242
LAX,AUS,1242
MKE,FLL,1243
FLL,MKE,1243
BWI,HOU,1246
LAX,DAL,1246
DAL,LAX,1246
HOU,BWI,1246
BOS,RSW,1249
RSW,BOS,1249
SLC,ORD,1250
ORD,SLC,1250
MIA,MCI,1251
MCI,MIA,1251
MSP,PSC,1254
PSC,MSP,1254
BOS,MCI,1256
MCI,BOS,1256
MIA,BOS,1258
BOS,MIA,1258
SLC,MDW,1259
MDW,SLC,1259
STL,PHX,1262
FLL,MHT,1262
MHT,FLL,1262
MEM,SLC,1262
SLC,MEM,1262
PHX,STL,1262
IAH,JAC,1265
JAC,IAH,1265
ATL,ABQ,1269
PSP,IAH,1269
ABQ,ATL,1269
IAH,PSP,1269
PHX,MSP,1276
MSP,PHX,1276
ELP,ATL,1282
ATL,ELP,1282
DEN,PIT,1290
PIT,DEN,1290
LAS,LIT,1294
LIT,LAS,1294
DAL,PHL,1295
PHL,DAL,1295
AUS,IAD,1297
IAD,AUS,1297
MSP,TUS,1298
TUS,MSP,1298
LAS,MSP,1299
MSP,LAS,1299
PHX,MSY,1300
MSY,PHX,1300
IAH,SAN,1303
PHL,DFW,1303
SAN,IAH,1303
DFW,PHL,1303
ATL,ASE,1304
ASE,ATL,1304
MSP,TPA,1306
TPA,MSP,1306
MCO,MSP,1310
MSP,MCO,1310
EGE,ATL,1312
ATL,EGE,1312
DFW,FAT,1313
FAT,DFW,1313
SAN,HOU,1313
HOU,SAN,1313
DCA,AUS,1315
AUS,DCA,1315
PHL,IAH,1325
EWR,OKC,1325
IAH,PHL,1325
OKC,EWR,1325
IAH,ISN,1330
OMA,LAX,1330
LAX,OMA,1330
ISN,IAH,1330
MSO,ORD,1332
ONT,IAH,1334
MCI,SAN,1334
FLL,PBG,1334
IAH,ONT,1334
PBG,FLL,1334
SAN,MCI,1334
DEN,CLT,1337
CLT,DEN,1337
ATL,HDN,1340
HDN,ATL,1340
BWI,AUS,1342
MCI,SNA,1342
AUS,BWI,1342
SNA,MCI,1342
RNO,DFW,1345
DFW,RNO,1345
SNA,IAH,1346
IAH,SNA,1346
FCA,ORD,1352
ATL,MTJ,1352
MTJ,ATL,1352
ORD,FCA,1352
SLC,IND,1355
IND,SLC,1355
HOU,SNA,1357
SNA,HOU,1357
IAD,SAT,1362
SAT,IAD,1362
MCI,LAX,1363
LAX,MCI,1363
MSY,BOS,1368
OMA,SEA,1368
BOS,MSY,1368
SEA,OMA,1368
OMA,PDX,1369
DEN,GSO,1370
GSO,DEN,1370
LAS,STL,1371
STL,LAS,1371
DFW,EWR,1372
EWR,DFW,1372
LAX,IAH,1379
IAH,LAX,1379
LGA,DAL,1381
DAL,LGA,1381
SFO,OKC,1384
OKC,SFO,1384
IAH,BZN,1385
BZN,IAH,1385
LGA,DFW,1389
DFW,LGA,1389
HOU,LAX,1390
LAX,HOU,1390
DFW,JFK,1391
ATL,GJT,1391
JFK,DFW,1391
SEA,MSP,1399
MSP,SEA,1399
EWR,IAH,1400
IAH,EWR,1400
SLC,BNA,1404
BNA,SLC,1404
MSP,RNO,1405
RNO,MSP,1405
SAT,BWI,1407
BWI,SAT,1407
EWR,HOU,1411
HOU,EWR,1411
LAS,MEM,1416
LGA,IAH,1416
MEM,LAS,1416
IAH,LGA,1416
RSW,MSP,1416
MSP,RSW,1416
MSP,PDX,1426
PDX,MSP,1426
SLC,MSY,1428
IAH,BFL,1428
MSY,SLC,1428
HOU,JFK,1428
BFL,IAH,1428
HOU,LGA,1428
LGA,HOU,1428
JFK,HOU,1428
PHL,AUS,1430
AUS,PHL,1430
SMF,DFW,1431
DFW,SMF,1431
SFO,OMA,1433
OMA,SFO,1433
RDU,DEN,1436
DEN,RDU,1436
BOI,ORD,1437
TUS,ORD,1437
ORD,BOI,1437
ORD,TUS,1437
SJC,DFW,1438
DFW,SJC,1438
PHX,ORD,1440
ORD,PHX,1440
TUS,MDW,1440
MDW,TUS,1440
DAL,SMF,1442
SMF,DAL,1442
MDW,PHX,1444
PHX,MDW,1444
JAX,DEN,1447
DEN,JAX,1447
SEA,ANC,1448
BOI,MDW,1448
MDW,BOI,1448
ANC,SEA,1448
PHX,BNA,1449
ABQ,CLT,1449
BNA,PHX,1449
CLT,ABQ,1449
SLC,CVG,1450
DAL,SJC,1450
SJC,DAL,1450
CVG,SLC,1450
IAD,DEN,1452
DEN,IAD,1452
PSP,MSP,1454
MSP,PSP,1454
OAK,DFW,1457
DFW,OAK,1457
PHX,MKE,1460
MKE,PHX,1460
SFO,DFW,1464
DFW,SFO,1464
DAL,OAK,1468
OAK,DAL,1468
DFW,BDL,1471
BDL,DFW,1471
DEN,MDT,1474
MDT,DEN,1474
CLT,SJU,1475
SJU,CLT,1475
SFO,DAL,1476
AUS,SJC,1476
DAL,SFO,1476
DCA,DEN,1476
DEN,DCA,1476
SJC,AUS,1476
DTW,SLC,1481
SLC,DTW,1481
MCI,PDX,1482
PDX,MCI,1482
IAH,BOI,1482
SFO,SAT,1482
SAT,SFO,1482
BOI,IAH,1482
FLL,MSP,1487
MSP,FLL,1487
PHX,IND,1488
IND,PHX,1488
MCI,OAK,1489
MCI,SEA,1489
SEA,MCI,1489
OAK,MCI,1489
BWI,DEN,1491
DEN,BWI,1491
SAT,PHL,1496
PHL,SAT,1496
AUS,OAK,1497
OAK,AUS,1497
MCI,SFO,1499
SFO,MCI,1499
LAS,MSY,1500
MSY,LAS,1500
MSP,MIA,1501
MIA,MSP,1501
SFO,AUS,1504
EWR,AUS,1504
AUS,SFO,1504
AUS,EWR,1504
TPA,DEN,1506
DEN,TPA,1506
PHX,SDF,1506
SDF,PHX,1506
BDL,IAH,1507
IAH,BDL,1507
GEG,MDW,1511
MDW,GEG,1511
LAS,ORD,1514
ORD,LAS,1514
SMF,MSP,1517
MSP,SMF,1517
OKC,SEA,1519
SEA,OKC,1519
CLT,STT,1520
STT,CLT,1520
LAS,MDW,1521
JFK,AUS,1521
AUS,JFK,1521
MDW,LAS,1521
MSP,SNA,1522
SNA,MSP,1522
MKE,LAS,1524
LAS,MKE,1524
RNO,IAH,1530
IAH,RNO,1530
SAN,MSP,1532
MSP,SAN,1532
FAI,SEA,1533
PHF,DEN,1533
SEA,FAI,1533
DEN,PHF,1533
LAX,MSP,1535
MSP,LAX,1535
TUS,ATL,1541
ATL,TUS,1541
PDX,ANC,1542
ANC,PDX,1542
DEN,MCO,1546
MCO,DEN,1546
ATL,SJU,1547
SJU,ATL,1547
CID,LAX,1550
SFO,XNA,1550
XNA,SFO,1550
ABQ,MCO,1553
MCO,ABQ,1553
DAL,BOS,1554
BOS,DAL,1554
SJU,DCA,1554
DCA,SJU,1554
STL,SAN,1557
SAN,STL,1557
PHL,DEN,1558
DEN,PHL,1558
STX,CLT,1562
BOS,DFW,1562
CLT,STX,1562
DFW,BOS,1562
SJU,BWI,1565
BWI,SJU,1565
SNA,STL,1569
CVG,PHX,1569
PHX,CVG,1569
SAT,EWR,1569
EWR,SAT,1569
STL,SNA,1569
IAD,SJU,1571
SJU,IAD,1571
JAC,ATL,1572
ATL,JAC,1572
MSP,SJC,1576
BQN,JFK,1576
SJC,MSP,1576
PHL,SJU,1576
SJU,PHL,1576
JFK,BQN,1576
HDN,IAD,1582
IAD,HDN,1582
BQN,EWR,1585
EWR,BQN,1585
PHX,ATL,1587
SAT,JFK,1587
ATL,PHX,1587
BNA,LAS,1587
JFK,SAT,1587
LAS,BNA,1587
MSP,SFO,1589
SFO,MSP,1589
IND,LAS,1590
SLC,ATL,1590
LAS,IND,1590
ATL,SLC,1590
STL,LAX,1592
LAX,STL,1592
BOS,IAH,1597
IAH,BOS,1597
JFK,SJU,1598
SJU,JFK,1598
STT,ATL,1599
MSY,SAN,1599
ATL,STT,1599
SAN,MSY,1599
PHL,STT,1605
EWR,DEN,1605
DEN,EWR,1605
STT,PHL,1605
STT,IAD,1606
IAD,STT,1606
RSW,DEN,1607
DEN,RSW,1607
SJU,EWR,1608
SJC,IAH,1608
EWR,SJU,1608
IAH,SJC,1608
IAH,SMF,1609
BOS,HOU,1609
HOU,BOS,1609
SMF,IAH,1609
DEN,ALB,1610
ALB,DEN,1610
DFW,PDX,1616
PDX,DFW,1616
PSE,JFK,1617
JFK,PSE,1617
BHM,LAS,1618
LAS,BHM,1618
MEM,LAX,1619
LAX,MEM,1619
DEN,LGA,1620
LGA,DEN,1620
STT,JFK,1623
JFK,STT,1623
LAS,SDF,1624
SDF,LAS,1624
PDX,DAL,1626
JFK,DEN,1626
DEN,JFK,1626
DAL,PDX,1626
OAK,IAH,1628
IAH,OAK,1628
EWR,STT,1634
STT,EWR,1634
SFO,IAH,1635
IAH,SFO,1635
STX,ATL,1638
ATL,STX,1638
ATL,BZN,1640
BZN,ATL,1640
OAK,HOU,1642
HOU,OAK,1642
ORD,PSP,1651.7613941018767
PSP,ORD,1651.7628032345012
